% var.,PAGH,PAGM,PAFM,PAAH
-0.0034,538.82,536.93,80.77,112.01
0.0085,536.93,541.52,80.78,113.99
-0.0078,540.5,537.31,80.02,113.91
-0.0038,534.96,535.28,79.22,112.52
-0.0086,537.74,530.66,78.02,110.38
-0.0021,532.6,529.55,78.45,109.33
-0.0191,527.15,519.46,77.19,106.25
-0.0247,520.5,506.64,76.15,106.26
-0.0029,510.95,505.15,76.15,107.75
0.0035,501.51,506.91,78.17,111.89
-0.0122,508.18,500.72,77.74,112.01
-0.0073,499.24,497.06,76.72,109.25
0.0095,502.57,501.8,76.45,110.22
0.0082,500.42,505.93,76.28,109.8
-0.0038,508.89,504.01,74.05,106.82
0.0128,503.15,510.45,75.18,105.99
-0.001,512.77,509.94,76.24,108.72
0.0205,510.84,520.39,76.74,109.55
0.0325,523,537.3,77.65,112.4
0.0087,538.03,541.95,77.83,112.98
-0.0097,541.5,536.72,77.5,113.1
-0.0289,531.4,521.19,75.78,109.14
-0.0168,525,512.43,76.24,115.31
0.0016,512.9,513.23,78,118.9
0.0474,519,537.55,75.91,117.16
-0.01,534.32,532.2,74.99,118.63
0.0021,529.94,533.3,75.4,118.65
-0.0135,533.14,526.1,75.63,119.56
0.0071,527.93,529.83,75.61,119.94
0.0076,531.01,533.88,74.47,118.93
-0.0086,531.06,529.28,74.44,119.72
0.0206,532.15,540.16,75.19,122.02
-0.004,539.73,538,76.51,124.88
0.0149,539.66,546.01,76.23,126.46
0.0094,547.51,551.16,75.74,127.08
-0.0112,551.16,545.01,75.6,127.83
-0.0043,543.82,542.65,76.71,128.72
0.007,542.47,546.45,79.42,128.45
-0.0085,547.58,541.8,79.89,129.5
-0.0126,539,535,78.84,133
0.0068,531.55,538.65,78.45,132.17
0.0161,538.44,547.33,79.56,128.79
0.0219,545.74,559.29,80.41,130.41
0.006,558.15,562.63,78.97,128.46
0.022,567,575.02,79.75,129.09
0.0066,576.35,578.79,79.6,129.36
-0.0008,576.97,578.33,80.89,128.54
0.0054,579.62,581.43,81.21,126.41
-0.0147,582,572.9,80,126.6
0.0021,570.92,574.1,79.44,127.14
-0.0248,568.48,559.85,77.55,124.51
-0.0074,559.8,555.69,77.57,122.24
0.0099,558.48,561.17,78.93,124.45
-0.0146,559.23,553,78.05,123.59
0.0156,556.93,561.64,78.07,124.95
-0.0072,558.29,557.61,79.36,127.04
0.0153,557.73,566.16,80.91,128.47
-0.0044,564.52,563.67,82.75,127.5
0.0023,566.71,564.95,83.8,125.9
0.0007,566,565.37,84.43,127.21
0.0215,568.54,577.54,85.31,126.69
-0.0182,577.57,567,82.92,123.38
-0.0059,564.65,563.64,83.01,124.24
-0.0108,561.83,557.55,83.3,123.25
0.0064,560.25,561.13,83.19,126.37
-0.0115,557.94,554.7,82.22,124.43
-0.0094,554.83,549.49,81.67,124.25
-0.0149,547.41,541.31,81.56,125.32
0.0049,538.84,543.95,82.44,127.35
0.0017,544.99,544.86,82.32,126.01
0.0073,546,548.84,82.28,125.6
-0.0015,549.21,548.02,82.17,126.56
0.0009,549.57,548.54,82.04,127.1
0.0002,547.05,548.64,83.01,126.85
-0.0161,546.57,539.78,83.52,126.3
0.0023,537.96,541.04,82.7,126.78
0.0046,538.35,543.52,82.31,126.17
-0.0198,537.31,532.74,80.78,124.75
0.0221,533.75,544.53,83.09,127.6
-0.003,546.31,542.92,83.62,126.91
0.0115,543.06,549.18,84.63,128.62
0.0151,550.41,557.46,82.41,129.67
0.0291,580.05,573.66,81.53,130.28
-0.0131,572.77,566.12,81.91,132.65
-0.0031,564.32,564.37,80.68,130.56
-0.0053,560.51,561.39,80.47,128.64
-0.0225,558.56,548.77,78.77,125.15
0.0044,550.51,551.16,78.99,128.95
0.003,550.99,552.84,78.81,128.7
-0.0177,550.16,543.04,77.56,125.8
-0.0147,542.64,535.08,78.1,125.01
0.013,535.9,542.04,78.42,125.26
0.0127,548.87,548.95,78.51,127.62
-0.0058,548.49,545.78,78.01,126.32
-0.0129,542.81,538.73,77.46,125.86
0.0014,540.47,539.49,78.44,126.01
0.018,543.97,549.2,81.37,128.95
-0.0049,550.39,546.49,80.42,128.77
0.0003,543.82,546.67,80.88,130.19
0.0048,548,549.28,80.63,130.07
0.0059,550.92,552.51,80.55,130.06
0.0078,550.2,556.81,80.48,131.39
-0.0041,554.46,554.52,80.54,132.54
-0.0132,552.58,547.19,79.33,129.62
0.0129,548.68,554.25,80.55,132.04
-0.0001,553.79,554.18,80.14,131.78
-0.016,553.2,545.32,79.19,130.28
0.0071,548.73,549.21,80.29,130.53
0.0086,547.43,553.95,80.44,129.96
0.0024,555.1,555.29,82.44,130.12
-0.0065,552.18,551.69,82.05,129.36
-0.0039,552,549.53,82.14,128.65
-0.011,549.61,543.48,80.67,127.8
-0.0024,543.42,542.16,80.67,127.42
0.0193,545.7,552.6,82.16,128.88
-0.0046,554.49,550.04,81.83,128.59
-0.0047,547.15,547.47,81.53,127.17
-0.0082,542.73,543,80.71,126.92
0.0034,544.48,544.87,81.06,127.6
0.0032,545.42,546.6,81.79,127.3
0.0175,548,556.18,82.91,127.88
0.0024,556.52,557.52,82.51,126.6
0.0039,559.41,559.68,84.74,127.61
0.0066,559.79,563.39,87.88,127.03
-0.0086,562.48,558.57,88.86,128.11
-0.0011,560.3,557.95,87.98,127.5
-0.0088,559.71,553.06,88.01,126.75
-0.0214,546.75,541.25,85.8,124.53
-0.0022,545.09,540.04,85.77,125.42
0.006,543.66,543.3,86.91,126.6
0.0074,544.74,547.34,87.28,126.44
-0.0031,542.25,545.62,87.55,126
0.0081,547.43,550.03,87.22,125.69
-0.0151,545.6,541.7,85.65,122.57
0.0054,548.65,544.65,85.88,120.07
0.021,553.71,556.11,87.95,123.28
0.0281,559.51,571.73,90.1,125.66
0.0218,574.5,584.18,89.68,125.61
-0.0004,583.74,583.96,89.76,126.82
0.0305,589.5,601.78,90.85,128.51
0.1626,680,699.62,94.97,129.62
-0.0097,688.98,692.84,97.91,132.07
0.0036,684.88,695.35,98.39,130.75
-0.0004,694.02,695.1,97.04,125.22
-0.0293,691.85,674.73,95.44,125.16
-0.0296,676.77,654.77,96.95,124.5
0.0053,651.57,658.27,94.17,122.77
0.0021,661.76,659.66,95.29,123.38
0.0027,662.26,661.43,96.99,122.99
0.0047,657.44,664.56,95.21,122.37
-0.0106,664.7,657.5,94.01,121.3
0.011,657.66,664.72,94.14,118.44
-0.0052,664.34,661.28,94.06,114.64
0.0182,665.75,673.29,96.44,115.4
-0.0047,673.99,670.15,95.12,115.13
-0.0086,667.78,664.39,94.3,115.52
-0.0019,667.09,663.14,94.15,119.72
0.041,699.58,690.3,93.62,113.49
0.0017,694.49,691.47,94.19,115.24
-0.0072,689.2,686.51,93.43,115.15
0.0042,684.04,689.37,94.42,115.96
0.0069,688.04,694.11,93.93,117.16
-0.0078,691.07,688.73,95.17,116.5
0.0077,690.11,694.04,95.31,115.01
-0.021,689.1,679.48,90.56,112.65
-0.0522,671.04,644.03,86.06,105.76
-0.0402,600.6,618.11,82.09,103.12
-0.0091,646.47,612.47,83,103.74
0.0772,643.1,659.74,87.19,109.69
0.0125,671.99,667.96,89.73,112.92
-0.0124,665.76,659.69,91.01,113.29
-0.018,654.34,647.82,89.43,112.76
-0.0282,633.81,629.56,87.23,107.72
0.0244,638,644.91,89.89,112.34
-0.0122,647.93,637.05,88.15,110.37
-0.0127,629.7,628.96,88.26,109.27
0.0237,641,643.88,89.53,112.31
-0.0007,651.88,643.41,90.44,110.15
0.0119,643.9,651.08,91.98,112.57
0.0065,650.21,655.3,92.05,114.21
-0.0043,655.63,652.47,92.31,115.31
0.0193,656.71,665.07,92.9,116.28
0.0007,665.55,665.52,93.45,116.41
0.0092,667.49,671.67,94.34,113.92
-0.016,665.06,660.92,94.4,113.45
0.0092,665.51,666.98,95.55,115.21
-0.0207,657.47,653.2,92.96,113.4
0.0001,652.9,653.29,93.97,114.32
0.0025,648.97,654.91,94.41,115
-0.0225,658.58,640.15,92.77,114.71
-0.0248,639.05,624.25,89.21,112.44
-0.0026,625.5,622.61,86.67,109.06
0.0253,631.83,638.37,89.9,110.3
0.0057,637.94,642,90.95,109.58
0.0233,638.01,656.99,92.07,110.38
0.0224,661.6,671.68,94.01,110.78
-0.0001,669.35,671.64,92.8,111.31
-0.0024,677.4,670,92.4,110.78
-0.0045,669.45,667,92.47,109.5
0.0064,667.49,671.24,93.24,112.12
0.0077,669.19,676.43,94.26,111.6
0.01,674.26,683.17,94.12,111.79
-0.004,683.73,680.41,94.07,110.21
0.0185,685.25,693.02,95.96,111.86
0.0033,695.4,695.32,97.54,111.04
0.0067,694,699.95,98.47,111.73
-0.0285,697.89,680,97,113.77
-0.0121,683.21,671.8,97.11,113.76
0.0139,675.44,681.14,99.67,115.5
0.0561,750.06,719.33,102.19,119.08
0.0164,720.02,731.12,103.77,115.28
0.0023,726.57,732.82,103.7,114.55
0.0056,733,736.92,104.2,119.27
0.0108,736.63,744.85,104.88,120.53
-0.01,745.56,737.39,101.97,119.5
0.014,737.88,747.74,103.31,121.18
0.0014,745.43,748.82,102.58,122.57
0.0087,749.9,755.31,103.94,122
0.0071,758.81,760.67,108.76,120.92
0.0012,759.39,761.6,107.09,121.06
-0.009,758.52,754.77,106.49,120.57
0.0046,753.48,758.26,107.91,116.77
0.0092,762.38,765.25,109.01,116.11
-0.0114,760.18,756.53,108.02,115.72
-0.0218,754.04,740.07,103.95,112.34
0.014,740.21,750.42,104.04,114.17
-0.0059,752.47,745.98,105.13,113.69
0.0188,749.57,760.01,107.77,117.29
-0.0001,759.78,759.94,106.26,118.78
0.0224,769.3,777,107.32,119.3
-0.0004,777.47,776.7,106.95,117.75
-0.0091,772.96,769.63,105.74,118.88
-0.0005,771.69,769.26,105.41,118.03
0.0035,769.16,771.97,105.45,117.81
-0.0118,771.87,762.85,104.24,118.3
0.0274,766.94,783.79,107.12,117.34
-0.0076,785.25,777.85,106.07,116.28
-0.0124,780.56,768.2,104.38,115.2
0.0143,769.71,779.21,106.18,119.03
-0.008,780.06,772.99,105.61,118.28
0.0028,764.5,775.14,106.49,118.23
-0.0162,771.1,762.55,104.6,115.62
-0.0033,763.59,760.04,105.42,116.17
-0.0127,749,750.42,102.12,113.18
0.0162,751.26,762.54,104.66,112.48
-0.0032,767.79,760.09,104.55,110.49
0.0217,766.57,776.59,106.79,111.34
-0.0087,781.16,769.83,106.22,108.98
-0.0169,767.23,756.85,104.04,106.03
0.0052,763.05,760.8,104.77,107.33
0.0083,764.27,767.13,105.51,107.23
0.0018,770.69,768.51,104.63,108.61
-0.0035,768.52,765.84,105.02,108.03
0.0214,770,782.24,105.93,106.82
0.015,786.99,793.96,107.26,108.74
-0.0046,793.96,790.3,106.22,107.32
-0.0156,787.82,778.01,104.66,105.26
-0.0239,762.2,759.44,102.22,105.35
0.0028,764.1,761.53,102.73,102.71
-0.0029,750.37,759.33,102.97,100.7
-0.0241,746.49,741,97.92,96.45
-0.0136,747.8,730.91,97.33,96.96
0.003,731.95,733.07,97.51,98.53
0.0167,740.75,745.34,99.37,99.96
-0.0346,749.34,719.57,95.44,97.39
0.0164,724.44,731.39,98.37,99.52
-0.0286,709.99,710.49,94.97,97.13
0.0121,720.15,719.08,95.26,96.66
-0.0007,705.9,718.56,94.35,96.79
0.0113,720.17,726.67,94.16,96.3
0.0259,742,745.46,97.94,101.42
-0.0159,743.84,733.62,97.01,99.44
0.0002,735.21,733.79,97.34,99.99
-0.0221,735.89,717.58,94.45,93.42
0.0428,738.19,748.3,109.11,94.09
0.0174,748.96,761.35,112.21,97.34
0.0124,771.26,770.77,115.09,96.43
0.0132,800.5,780.91,114.61,94.48
-0.0404,786.28,749.38,112.69,96.35
-0.0258,744.59,730.03,110.49,96.6
-0.036,725.5,703.76,104.07,94.02
0.0006,687.68,704.16,99.75,95.01
-0.0045,692.95,701.02,99.54,94.99
0.0083,711.79,706.85,101,94.27
-0.0007,696.34,706.36,101.91,93.7
0.0008,712.21,706.89,102.01,93.99
0.0152,718.65,717.64,101.61,96.64
0.02,727,731.97,105.2,98.12
-0.0198,733.96,717.51,103.47,96.26
0.0064,715.9,722.11,104.57,96.04
0.0096,729.51,729.05,107.16,96.88
-0.0161,726.1,717.29,105.46,94.69
0.005,710.61,720.9,106.88,96.1
0.0114,722.93,729.12,108.07,96.76
-0.0058,733.6,724.86,107.92,96.91
-0.0003,724.44,724.62,107.95,96.95
-0.0102,721,717.22,106.92,96.69
0.0348,721.3,742.17,109.82,100.53
-0.0036,742.87,739.48,109.95,100.75
-0.0107,739.48,731.59,109.58,101.5
-0.0019,734.8,730.22,108.39,103.01
-0.0239,725.15,712.8,105.73,101.87
0.001,708.39,713.53,105.93,101.03
0.0166,715.16,725.41,107.51,101.12
0.0093,727.79,732.17,107.32,101.17
0.0173,739.95,744.87,109.41,102.26
0.0072,744.97,750.24,109.89,102.52
0.0004,746.02,750.57,110.67,104.58
0.009,749.05,757.36,112.18,105.97
0.0015,757.65,758.48,111.02,105.8
-0.004,761.63,755.41,111.45,105.92
0.0089,753.91,762.16,111.85,105.91
-0.0028,758.44,760.05,112.25,106.72
-0.0033,763.35,757.56,112.54,106.13
-0.0036,751.2,754.84,113.05,105.67
-0.0021,756.17,753.28,113.69,105.19
0.0167,753.68,765.89,116.14,107.68
0.0032,768.21,768.34,114.7,109.56
-0.0071,768.34,762.9,114.1,108.99
0.0089,757.16,769.67,116.06,109.99
-0.0059,769.51,765.12,112.55,111.12
-0.0086,758.13,758.57,112.22,109.81
0.0125,757.84,768.07,113.71,110.96
-0.0104,765.32,760.12,113.64,108.54
-0.0009,765.87,759.47,110.63,108.66
-0.0025,765.45,757.54,108.99,109.02
0.009,758.43,764.32,110.61,110.44
0.0099,770.31,771.91,110.51,112.04
0.0045,775.36,775.39,110.84,112.1
0.0059,775.5,780,109.64,109.85
0.0098,780.19,787.68,110.45,107.48
-0.0145,790.5,776.25,112.29,106.91
-0.0017,779.16,774.92,112.42,107.13
0.0066,777.31,780,113.44,105.97
-0.0541,743.91,737.77,110.56,105.68
0.006,735.35,742.21,110.1,105.08
-0.0227,744.42,725.37,108.76,104.35
-0.0054,725.32,721.46,108.89,97.82
-0.0227,723.29,705.06,116.73,94.83
0.004,704.12,707.88,117.58,93.74
0.0092,711.92,714.41,118.57,93.64
-0.0084,712.5,708.44,117.43,95.18
0.0041,706.77,711.37,118.06,94.19
0.0047,715,714.71,117.81,93.24
0.0146,712.2,725.18,119.49,92.72
0.0054,726.7,729.13,119.24,92.79
0.0141,734.96,739.38,120.5,93.42
-0.0119,740.52,730.55,119.52,92.51
-0.0034,732,728.07,120.28,90.34
-0.0045,726.62,724.83,119.81,90.52
0.0075,724.32,730.3,118.67,93.88
-0.0138,731.06,720.19,117.35,93.49
0.0022,718.5,721.78,117.65,94.56
-0.009,718.3,715.31,116.81,94.2
0.0089,716.46,721.71,117.35,95.22
-0.0062,719.98,717.25,115.97,96.43
0.022,719.85,733.03,117.7,97.9
0.0069,735,738.1,117.89,99.62
-0.0016,736,736.93,119.47,100.41
0.0145,737.51,747.6,119.38,100.35
0.0017,748.76,748.85,118.81,99.86
-0.0005,748.47,748.46,118.78,98.46
-0.0056,746.1,744.27,118.93,97.72
-0.0113,741.49,735.86,118.47,97.92
-0.0079,738.5,730.06,118.79,98.63
0.0014,733.27,731.09,117.76,99.03
0.0162,739.5,742.93,118.39,98.94
-0.0006,737.07,742.52,118.56,99.65
-0.0126,735.95,733.19,116.62,98.83
-0.0018,729.82,731.88,113.95,97.34
0.0019,729.31,733.25,114.94,97.46
-0.0014,734.92,732.19,114.6,97.14
-0.0108,727.96,724.25,114.39,97.55
-0.0276,721.39,704.25,113.02,95.33
0.0027,710.31,706.13,113.37,95.1
0.0039,710.05,708.88,114.38,95.91
0.0022,714.05,710.47,113.91,95.55
0.0062,710.55,714.87,115.08,96.1
-0.0415,690.17,685.2,112.08,93.4
-0.0059,682.49,681.14,108.97,92.04
0.0149,691.37,691.26,112.7,93.59
0.0057,694.26,695.19,114.16,94.4
0.012,697.65,703.53,114.28,95.6
0.0096,705.1,710.25,114.19,95.89
-0.0075,705.01,704.89,114,94.99
0.0058,699.84,708.97,116.7,95.53
-0.0024,710.11,707.26,115.85,95.94
0.0149,710.56,717.78,117.24,96.68
0.0131,719.42,727.2,117.87,96.98
0.0073,731.92,732.51,117.93,97.42
-0.0041,735.52,729.48,116.78,96.87
0.0087,733.94,735.8,117.29,98.79
-0.0002,741,735.63,116.86,98.78
0.0239,737.91,753.2,119.37,99.83
0.0003,749.87,753.41,120.61,99.87
0.0049,754.05,757.08,121.92,99.96
-0.0035,757,754.41,120.61,99.43
0.0065,757.32,759.28,121,98.66
-0.0023,757.68,757.52,121.63,97.34
0.0002,757.52,757.65,121.22,96.67
0.0057,758.97,761.97,123.34,102.95
0.0051,768.84,765.84,125,104.34
0.0333,797.71,791.34,123.94,104.21
0.0121,786.67,800.94,124.31,106.05
-0.001,797.33,800.12,123.09,104.48
-0.0015,796.47,798.92,122.51,105.79
-0.0021,798.24,797.25,124.36,105.87
0.0121,800.11,806.93,125.15,107.48
-0.0021,806,805.23,125.26,108.37
0.0028,804.49,807.48,125.06,108.81
0.0013,807.05,808.49,124.88,108
-0.0004,810.47,808.2,124.9,107.93
-0.0014,805.09,807.05,124.88,108.18
-0.0014,807.21,805.96,123.9,109.48
-0.0059,803.5,801.19,123.3,109.38
0.0053,800,805.42,124.37,109.22
-0.0033,805.36,802.75,123.91,109.08
-0.0039,799.79,799.65,123.56,109.36
-0.0034,798.51,796.95,124.15,108.51
-0.0005,800.48,796.59,124.37,108.85
-0.0038,796.86,793.6,123.48,108.03
-0.0029,792,791.3,123.89,107.57
0.0024,792.49,793.22,124.96,106.94
0.0033,793.05,795.82,126.54,106.82
-0.0049,792.88,791.92,125.84,106
-0.0026,789.6,789.85,126.12,106.1
0.002,791.98,791.4,126.17,106.73
0.0069,795.27,796.87,126.51,107.73
0.014,798.39,808.02,129.73,107.7
0,807.93,807.99,131.05,108.36
-0.0064,805.22,802.84,130.27,105.52
-0.0179,798.77,788.48,127.1,103.13
0.0131,784.52,798.82,128.69,105.44
-0.0126,794.01,788.72,127.21,107.95
0.0022,787.53,790.46,127.77,111.77
0.0136,790.01,801.23,128.35,115.57
-0.0041,799.02,797.97,129.07,114.92
-0.0032,801.11,795.39,128.65,113.58
0.0055,800,799.78,128.64,113.57
0.0066,801.26,805.03,129.94,113.55
0.0136,810,815.95,130.08,114.62
-0.0012,815.14,814.96,127.96,112.71
-0.0151,809.82,802.65,127.31,112.88
0.0101,801.83,810.73,128.69,113.09
-0.0008,804.08,810.06,129.23,113.95
-0.0092,807.23,802.64,128.09,112.18
0.0018,803.6,804.06,128.27,113.05
-0.0046,802.55,800.38,128.77,112.52
0.003,805,802.79,128.19,113
-0.0019,806,801.23,128.47,113.05
0.0023,804.08,803.08,128.74,113.89
-0.003,805.93,800.71,128.99,114.06
0.0168,803.93,814.17,130.24,116.05
-0.0056,814.17,809.57,128.88,116.3
0.0027,811.96,811.77,129.05,117.34
-0.0095,806.07,804.08,127.82,116.98
0.0006,807.45,804.6,127.88,117.63
0.0028,805.99,806.84,127.54,117.55
0.0182,814.21,821.49,128.57,117.47
0.0068,824.52,827.09,130.11,117.12
-0.0066,827.56,821.63,130,117.06
0.003,820,824.06,132.07,116.6
0.0142,830.09,835.74,133.28,117.65
-0.0086,838.5,828.55,132.29,118.25
-0.0078,827.12,822.1,131.04,115.59
-0.0058,823.01,817.35,129.69,114.48
0.0027,829.94,819.56,131.29,113.72
-0.0118,822.43,809.9,130.99,113.54
-0.0055,810.87,805.48,129.5,111.49
-0.0212,806.76,788.42,127.17,111.59
-0.0079,784.5,782.19,120,109.83
-0.0014,771.3,781.1,120.75,108.84
0.0268,794.95,802.03,122.15,110.41
0.0124,802.03,811.98,124.22,111.06
-0.0079,801.83,805.59,123.18,110.88
-0.0314,810,780.29,120.8,107.79
-0.0109,776.81,771.75,119.02,108.43
-0.024,771.76,753.22,115.08,105.71
0.0291,765.47,775.16,117.2,107.11
0.0062,770.42,779.98,116.34,109.99
0.0079,782.5,786.16,117.79,109.95
-0.013,787.17,775.97,117.02,110.06
0.0114,778.1,784.8,121.77,111.73
0.0003,788.99,785,121.47,111.8
-0.0076,789.52,779,120.84,111.23
0.0016,782.61,780.23,120.38,111.79
0.0071,778.35,785.79,120.41,111.57
0.0046,788.38,789.44,120.87,111.46
-0.0172,789.1,775.88,118.42,110.52
-0.0149,778.55,764.33,115.1,109.49
0.0002,761.9,764.46,115.4,109.9
0.018,770,778.22,117.43,109.11
-0.0026,780.19,776.18,117.31,109.95
0.0197,779.95,791.47,117.95,111.03
0.0047,792.95,795.17,118.91,112.12
0.018,799.3,809.45,119.68,113.95
-0.0019,804.82,807.9,117.77,113.3
0.0092,812.39,815.34,120.31,115.19
0.0031,815.92,817.89,120.21,115.19
-0.0027,817.36,815.65,120.57,115.82
-0.0071,818.31,809.84,119.87,115.97
0.0033,809.28,812.5,119.24,116.64
0.0033,813.37,815.2,119.09,116.95
-0.0037,815.72,812.2,119.04,117.06
-0.0031,809.1,809.68,117.4,116.29
-0.0023,808.01,807.8,117.27,116.52
0.0026,808.68,809.93,118.01,117.26
-0.0066,813.33,804.57,116.92,116.76
-0.0021,802.33,802.88,116.35,116.73
-0.013,803.21,792.45,115.05,115.82
0.0196,800.62,808.01,116.86,116.15
-0.0003,809.89,807.77,118.69,116.02
0.0065,807.5,813.02,120.67,116.61
0.015,814.99,825.21,123.41,117.91
0.0024,826.37,827.18,124.9,118.99
-0.0014,827.07,826.01,124.35,119.11
0.0047,826.62,829.86,126.09,119.75
-0.0004,828.38,829.53,126.62,119.25
0.0017,831,830.94,128.34,119.04
-0.0042,830,827.46,127.87,120
0.0019,829.8,829.02,127.92,119.99
-0.0056,829,824.37,127.55,119.78
0.0046,829.09,828.17,127.04,120
0.0196,831.61,844.43,128.93,120.08
0.006,846.98,849.53,129.37,119.97
0.0105,853.55,858.45,131.48,121.88
-0.0017,859.05,856.98,132.78,121.94
-0.0139,859,845.03,132.18,121.95
-0.0251,837.06,823.83,130.98,121.63
-0.0044,819.5,820.19,130.32,121.35
-0.006,824,815.24,133.23,128.75
0.0037,815,818.26,130.84,128.53
0.0023,823.13,820.13,130.98,129.08
0.0018,820.92,821.62,132.06,130.29
0.0093,825.5,829.23,131.84,131.53
0.0008,830.53,829.88,134.2,132.04
0.0002,831.73,830.06,134.14,132.42
0.0058,832.95,834.85,134.19,132.12
0.0049,837.7,838.96,134.05,133.29
0.0013,839.77,840.03,133.85,135.02
-0.0032,838.81,837.32,133.44,135.51
0.0058,838.5,842.17,133.84,135.34
0.0052,841.31,846.55,133.53,135.72
0.0032,847.99,849.27,133.72,136.7
0.0025,848,851.36,136.12,137.11
-0.0004,851.08,851,135.36,136.53
