number,result
1,953.6071162223333
2,997.8525647568829
3,1039.0857453388746
4,1077.837897163159
5,1114.2158783637688
6,1148.5794672936477
7,1181.0828991558744
8,1211.7850257006278
9,1240.9156686246538
10,1268.6373228261089
11,1294.8609343946446
12,1319.8775866844794
13,1343.8941699360907
14,1366.7348044179232
15,1388.845058922486
16,1409.9245666938075
17,1430.276397822096
18,1449.9247362863264
19,1468.8652629318071
20,1486.8840295665552
21,1504.2933585642575
22,1521.1777403009755
23,1537.5760815915353
24,1553.4877338009662
25,1568.8571003383502
26,1583.8637982691841
27,1598.4983267192308
28,1612.7759703677123
29,1626.69945806355
30,1640.4008275000615
31,1653.755248676788
32,1666.8479471705377
33,1679.5621444952644
34,1692.0351858695062
35,1704.2559766786455
36,1716.0768071238588
37,1727.6589917143276
38,1738.8971327795937
39,1749.8438022036578
40,1760.6266372931373
41,1771.184238282674
42,1781.5303348453956
43,1791.4957348505284
44,1801.2258409523056
45,1810.8151879844272
46,1820.2730425968946
47,1829.440848617616
48,1838.2388528686172
49,1846.8499896966032
50,1855.3634993334354
51,1863.7122871736956
52,1871.82832717275
53,1879.843997175076
54,1887.755759491738
55,1895.8358205788425
56,1903.6684382122257
57,1911.363118692999
58,1918.9068713998913
59,1926.3570569057072
60,1933.7132646859422
61,1940.9349926300229
62,1948.0718596122708
63,1955.1117963014506
64,1962.1062227695793
65,1968.9937152050284
66,1975.6883306931286
67,1982.3625165345784
68,1988.9402039113083
69,1995.4009007066836
70,2001.7901250840719
71,2008.3778404326813
72,2015.0407825398113
73,2021.5595568285212
74,2028.0625720920852
75,2034.527911840119
76,2040.992752090423
77,2047.2062493413719
78,2053.406051344983
79,2059.491926703938
80,2065.523885008595
81,2071.454349833869
82,2077.3489435830193
83,2083.2802552451867
84,2089.052311758455
85,2094.858519648688
86,2100.5925105483543
87,2106.30542948373
88,2111.9248675533267
89,2117.5474394861653
90,2123.0434459679755
91,2128.4405782679523
92,2133.757351019856
93,2138.9917467363134
94,2144.1085321741407
95,2149.133184159679
96,2154.0975198833767
97,2158.98178232181
98,2163.78658559724
99,2168.5676128047676
100,2173.309899191715
101,2177.94864794754
102,2182.533752535004
103,2187.0582405722303
104,2191.600371175119
105,2196.1236041145457
106,2200.649830995105
107,2205.0981163160163
108,2209.320742113625
109,2213.5563629276353
110,2217.732139867119
111,2221.801404554648
112,2225.8120658611642
113,2229.7691097327775
114,2233.8623448171797
115,2237.8662836346666
116,2241.768433724251
117,2245.5990430543816
118,2249.4233943787754
119,2253.311957260792
120,2257.1792722745195
121,2261.0245958238343
122,2264.771850155081
123,2268.4934461617295
124,2272.211435752789
125,2275.8975725727773
126,2279.517108134828
127,2283.076101073005
128,2286.5932876207285
129,2290.064003104994
130,2293.5113878644656
131,2296.986334311874
132,2300.4365783804437
133,2303.8741095932414
134,2307.358733997
135,2310.7464057912916
136,2314.129493419161
137,2317.5174000753236
138,2320.9240529863996
139,2324.2718598647275
140,2327.6330133677957
141,2330.960476575504
142,2334.326534805122
143,2337.735576072058
144,2341.1594738835843
145,2344.631972223613
146,2348.0181972951905
147,2351.342594034283
148,2354.6622665377827
149,2357.933654004521
150,2361.1991152402634
151,2364.428885406143
152,2367.6683118304986
153,2370.835603636182
154,2373.9819495883653
155,2377.098211770696
156,2380.1999600714144
157,2383.2660335324467
158,2386.3268922296133
159,2389.34590549227
160,2392.2892847881494
161,2395.198938561896
162,2398.1068931605028
163,2401.0778615700006
164,2404.0257943492243
165,2406.976273965073
166,2409.890924111973
167,2412.8087527391076
168,2415.6922116033875
169,2418.4270450432973
170,2421.0767268605564
171,2423.6737289293037
172,2426.2846182804556
173,2428.8767564756035
174,2431.3845704781593
175,2433.8484645542667
176,2436.2921304164256
177,2438.7049524758627
178,2441.1135748185943
179,2443.533289420262
180,2445.952099123585
181,2448.4040357351887
182,2450.8814526173333
183,2453.309656274989
184,2455.744160744364
185,2458.1714715964317
186,2460.5281479670925
187,2462.8506055170233
188,2465.1565778290174
189,2467.4650402255265
190,2469.7810214106194
191,2472.1677836287736
192,2474.5004240970243
193,2476.8427664086307
194,2479.207629058305
195,2481.559787540129
196,2483.8997262348016
197,2486.2103856761805
198,2488.5146187496666
199,2490.760232135376
200,2493.0180817832966
201,2495.253667035364
202,2497.48057135318
203,2499.667262306986
204,2501.8087024814
205,2503.972352581943
206,2506.135541264137
207,2508.2824097475172
208,2510.4217188358602
209,2512.61972153409
210,2514.80287278141
211,2516.969514761237
212,2519.159063324743
213,2521.2803519279378
214,2523.3832284211
215,2525.4682255683356
216,2527.5108944876347
217,2529.5501082003543
218,2531.583235260257
219,2533.6094124180463
220,2535.6153214176998
221,2537.6162606185935
222,2539.6247937815842
223,2541.5906460116867
224,2543.5406557109222
225,2545.489370832667
226,2547.4373529739437
227,2549.366049251657
228,2551.3320765332887
229,2553.3283803163463
230,2555.3044058913247
231,2557.332453259893
232,2559.3624868965476
233,2561.3796654673147
234,2563.3652212147126
235,2565.4497019670703
236,2567.614176780979
237,2569.66496024375
238,2571.7738320606677
239,2573.9693259102883
240,2576.120833720987
241,2578.1749346213337
242,2580.2106864098128
243,2582.1772481498556
244,2584.0639452602522
245,2585.959311354352
246,2587.859732276333
247,2589.757391097642
248,2591.6273437122886
249,2593.4415245149717
250,2595.204221601647
251,2596.977899882136
252,2598.7581536299754
253,2600.5768793729285
254,2602.3730909530077
255,2604.14507965432
256,2605.914936604657
257,2607.686795198946
258,2609.4347471368123
259,2611.1345282713414
260,2612.811022222681
261,2614.5097278762614
262,2616.2138993442504
263,2617.9113489070696
264,2619.607180404053
265,2621.365180166508
266,2623.13176006009
267,2624.9361885048256
268,2626.77884986176
269,2628.6833405413104
270,2630.481603361605
271,2632.355197107081
272,2634.243390420825
273,2636.0856656361534
274,2637.9506485367724
275,2639.7856243316874
276,2641.5785596436367
277,2643.3377677562444
278,2645.151690879125
279,2646.9370570835877
280,2648.656395632106
281,2650.375845931263
282,2652.0779984253895
283,2653.7662667871978
284,2655.4362090879904
285,2657.063185615177
286,2658.696420313931
287,2660.3757160322893
288,2662.1375719049547
289,2663.9010148199372
290,2665.7070100285855
291,2667.4985616831596
292,2669.2307537266074
293,2670.981634220845
294,2672.697732678057
295,2674.3592987445995
296,2675.928745573897
297,2677.4960618747064
298,2678.981324817106
299,2680.4460790417843
300,2681.8959448965034
301,2683.320367337513
302,2684.709382452896
303,2686.1048449382124
304,2687.5016268588524
305,2688.9162404699186
306,2690.3136449969757
307,2691.717225317698
308,2693.126147310905
309,2694.514910651469
310,2695.906121278351
311,2697.2756118228003
312,2698.6458204400765
313,2700.0110371842857
314,2701.3771267658476
315,2702.7389958925983
316,2704.0938068061923
317,2705.4106647693343
318,2706.7121444835334
319,2707.998615851335
320,2709.279744340952
321,2710.5689878948433
322,2711.868274962219
323,2713.1632446279605
324,2714.444379754578
325,2715.735911197335
