result
1405.1348957023956
1917.1197611665757
2706.881902058181
3843.6231416334417
5366.667186479775
7368.301744405503
10030.21405520666
13616.569778863659
18475.689371234253
25067.53644066147
34011.1856922191
46145.76807419435
62609.75228230011
84947.79141065026
115255.64313065262
156376.7939444615
212169.2354501732
287867.4216041209
390573.3658566427
529922.9529570468
718989.9788860382
975512.7360570227
1323558.2221658383
1795780.1089748095
2436482.3139495533
3305775.5994290523
4485217.171991659
6085462.389946655
8256646.463121167
11202470.157336537
15199311.026159171
20622153.188118834
27979768.38439007
37962449.00824189
51506771.42514814
69883465.68648626
94816635.58453678
128645514.28950278
174543931.50298277
236818082.5641417
321310536.2439841
435948385.2903596
591486967.2775325
802518931.7449901
1088843324.4327607
1477323136.2702835
2004405592.6011615
2719541636.499333
3689825422.5361834
5006289098.893766
6792443455.082402
9215865719.917505
12503921678.435268
16965097158.755367
23017940211.700554
31230329342.145164
42372751942.55082
57490591518.098206
78002205700.06848
105831996739.16081
143590959169.34964
194821643647.0622
264330519504.21622
358638918312.1053
486594866038.6352
660203205969.7002
895751894632.737
1215340139949.2183
1648951751731.8616
2237268226533.8384
3035485490828.2344
4118492389848.171
5587896768569.04
7581558332644.005
10286522663517.877
13956569858661.984
18936024212588.24
25692058765942.68
34858525539582.1
47295423611768.05
64169584341042.18
87064143632652.67
118127071950487.64
160272697179121.53
217455127236516.16
295039224981667.06
400303940330201.56
543125222261015.1
736902581605244.0
999816234856252.2
1356532774392737.8
1840519391312173.5
2497183771555080.0
3388134250773763.5
4596959916217000.0
6237072945524454.0
8462348951653717.0
1.1481563612453986e+16
1.5577980031308664e+16
2.1135924517513012e+16
2.86768441294811e+16
3.890822890407062e+16
5.278998866180152e+16
7.162451186827413e+16
9.717885588561654e+16
1.3185053251888901e+17
1.7889244287848938e+17
2.4271806497595206e+17
3.293155267921844e+17
4.4680941320605357e+17
6.062230155808005e+17
8.225125383614016e+17
1.1159702920773472e+18
1.5141285204967795e+18
2.054342479237672e+18
2.7872951105998013e+18
3.781752123655884e+18
5.131013601820655e+18
6.961667428540377e+18
9.445465778614006e+18
1.281543892907191e+19
1.7387758189397742e+19
2.3591399133986836e+19
3.2008388145082212e+19
4.342840820196396e+19
5.8922887038477165e+19
7.994551862925822e+19
1.0846864894327914e+20
1.4716832169344949e+20
1.996753450980328e+20
2.7091593476935827e+20
3.675738918889605e+20
4.9871767828430737e+20
6.7665122067055e+20
9.180682666194394e+20
1.2456185940791958e+21
1.6900330164216343e+21
2.2930065512602738e+21
3.111110252304553e+21
4.221098712812119e+21
5.727111191287965e+21
7.770441969959154e+21
1.0542796602299587e+22
1.4304277752433173e+22
1.940778806015519e+22
2.633213951147108e+22
3.5726975640006654e+22
4.8473721165938036e+22
6.576827737531582e+22
8.923322173078674e+22
1.2107003829545739e+23
1.6426566124762383e+23
2.2287270942518178e+23
3.023897035403073e+23
4.1027693809183534e+23
5.566564071437518e+23
7.552614510953348e+23
1.0247252204236727e+24
1.3903288402307163e+24
1.8863732886149555e+24
2.559397518798148e+24
3.4725447496342286e+24
4.7114865704311364e+24
6.392460660353227e+24
